record_id,age,gender,education_qualification,martial_status,occupation_status,bank___1,bank___2,bank___3,bank___4,bank___5,bank___6,bank___7,bank___8,bank___9,bank___10,Sem_1,Sem_2,Sem_3,Sem_4,Sem_5,Hc_1,Hc_2,Hc_3,Hc_4,Hc_5,Hc_6,Hl_1,Hl_2,Hl_3,Hl_4,CI_1,CI_2,CI_3,CI_4,PERSN_1,PERSN_2,PERSN_3,PERSN_4,Ca_1,Ca_2,Ca_3,Ca_4,Ey_1,Ey_2,Ey_3,Ey_ 4,Cv_1,Cv_2,Cv_3,CV_4,CS_1,CS_2,CS_3,CS_4,CS_5,CT_1,CT_2,CT_3,CT_4,CT_5,CL_1,CL_2,CL_3,CL_4,CL_5,,,,,,,
293,4,2,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,3,3,4,4,3,2,3,2,1,3,3,,,,,,,
294,4,2,3,1,2,0,0,0,0,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,2,3,3,2,2,3,2,2,2,2,3,3,3,3,1,4,4,2,1,2,4,2,3,5,2,4,3,1,1,,,,,,,
295,2,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,3,4,1,3,5,4,2,3,1,4,,,,,,,
296,4,1,3,1,1,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,2,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,4,5,3,5,3,5,3,3,4,3,1,3,1,,,,,,,
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,4,3,2,3,3,3,4,3,4,2,3,,,,,,,
298,4,2,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,4,2,3,2,5,1,2,5,2,2,2,,,,,,,
299,3,1,4,1,3,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,2,4,4,2,5,2,4,1,4,4,2,,,,,,,
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,4,2,2,3,3,4,3,2,2,4,,,,,,,
301,4,1,4,2,1,0,1,0,0,1,0,1,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,4,2,2,3,3,3,4,2,2,2,2,2,2,3,3,,,,,,,
302,4,2,4,3,1,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,2,2,4,2,3,3,3,4,2,4,,,,,,,
303,4,1,4,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,4,4,2,2,3,2,2,3,4,,,,,,,
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,4,1,3,1,3,5,3,3,4,4,2,,,,,,,
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,4,3,2,3,1,3,3,3,2,3,2,2,,,,,,,
306,2,1,3,2,3,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,4,2,2,2,2,2,2,2,3,3,3,3,2,4,2,3,5,3,3,1,2,2,4,5,2,,,,,,,
307,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,4,5,2,5,3,3,4,3,2,5,3,,,,,,,
308,3,2,4,1,2,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,1,2,3,2,4,3,3,3,5,1,2,3,4,2,4,,,,,,,
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,3,5,5,3,3,4,5,3,2,5,3,5,,,,,,,
311,3,2,4,4,2,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2,2,2,3,3,4,3,4,2,5,4,3,3,5,3,2,4,3,,,,,,,
312,3,2,3,1,3,0,0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,5,4,1,4,3,5,4,2,3,2,1,4,2,,,,,,,
313,3,2,4,2,2,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,4,2,3,4,5,3,3,2,2,3,3,3,,,,,,,
314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,4,2,2,4,4,2,3,2,3,3,2,,,,,,,
315,2,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,2,2,4,3,2,3,3,2,1,2,4,,,,,,,
316,3,2,4,1,3,1,0,0,0,0,0,0,1,0,0,2,1,1,0,2,3,3,2,0,0,3,0,0,3,4,4,3,3,3,3,3,3,3,3,2,2,3,4,3,3,0,0,0,0,0,2,1,5,3,3,4,4,4,3,2,5,4,3,5,1,,,,,,,
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,4,3,2,4,5,3,4,4,5,3,1,,,,,,,
318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,3,4,3,3,4,2,3,4,4,3,,,,,,,
319,4,2,4,1,3,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,2,2,2,3,3,3,3,4,4,4,3,3,4,4,2,3,2,3,4,2,4,4,3,2,4,2,,,,,,,
320,4,2,4,1,3,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,3,5,2,2,3,2,5,4,3,5,1,,,,,,,
321,4,2,2,2,2,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,2,4,4,4,4,4,4,4,4,4,2,3,2,4,3,4,3,3,3,2,1,2,2,4,3,3,3,3,2,,,,,,,
322,4,1,2,1,2,1,0,0,0,0,0,0,0,0,0,4,4,4,0,4,4,2,4,0,0,2,0,0,4,4,4,2,3,3,4,4,4,4,3,4,4,4,2,2,2,0,4,4,2,4,4,3,5,3,2,2,2,5,3,3,5,2,2,5,2,,,,,,,
323,4,3,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,1,4,4,3,3,2,3,2,4,3,2,,,,,,,
324,3,2,1,2,3,0,0,0,0,1,0,0,0,1,0,4,3,2,0,2,2,3,2,0,0,3,0,0,3,4,3,4,3,3,3,3,2,3,3,4,3,2,3,3,3,0,0,0,0,0,3,2,1,3,2,3,1,2,2,2,2,3,3,3,1,,,,,,,
325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
326,2,1,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,4,1,5,3,1,3,2,2,3,5,,,,,,,
327,1,1,2,3,2,0,1,0,0,0,0,0,0,0,0,2,2,2,0,3,5,3,3,0,0,3,0,0,5,4,3,4,3,3,2,2,2,3,2,2,2,4,3,3,4,0,0,0,0,0,1,3,3,2,4,3,3,3,3,3,1,3,4,2,2,,,,,,,
328,4,2,4,4,1,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
329,3,2,4,1,2,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,2,2,2,2,2,2,3,3,3,3,3,1,3,2,3,4,4,3,4,2,2,5,5,4,3,4,5,2,2,5,,,,,,,
330,2,1,4,1,2,0,0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3,3,3,3,3,2,3,1,4,4,3,3,4,3,2,3,2,3,1,1,2,5,3,4,2,3,1,2,1,2,5,3,,,,,,,
331,3,2,4,1,2,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,2,3,4,1,3,2,1,3,2,2,2,2,2,3,2,3,2,4,4,3,3,2,3,1,3,3,4,4,1,2,4,4,,,,,,,
332,3,1,4,2,2,0,0,0,1,0,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,4,3,3,4,4,2,3,3,4,3,3,3,3,3,3,4,3,3,4,4,2,3,2,3,2,5,1,1,5,5,5,3,2,3,,,,,,,
333,3,2,4,3,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,5,1,4,2,2,1,2,5,3,3,4,5,,,,,,,
334,2,1,4,1,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,4,4,4,4,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,2,2,2,2,3,2,2,2,4,3,2,3,4,4,2,2,2,3,4,4,3,4,5,,,,,,,
335,2,2,4,2,2,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,3,3,3,0,3,3,3,3,2,3,3,1,5,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,4,2,4,2,1,2,3,3,4,4,,,,,,,
336,3,2,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,4,4,4,4,4,2,4,3,4,2,3,,,,,,,
337,4,2,3,2,2,0,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,2,3,3,1,2,2,2,2,4,4,2,3,2,2,4,4,4,2,2,,,,,,,
338,3,2,4,3,2,0,1,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,4,3,4,4,3,3,4,4,5,3,3,2,4,4,3,,,,,,,
339,2,2,3,3,1,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,2,3,4,5,2,2,4,3,4,1,3,3,3,3,4,2,2,3,3,2,3,4,1,5,4,3,2,1,2,3,1,2,3,,,,,,,
340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1,3,3,4,5,2,3,4,4,5,5,,,,,,,
341,4,2,3,3,1,0,1,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,2,4,3,1,5,2,3,2,1,3,3,2,3,3,3,3,4,4,2,4,4,2,2,3,3,4,2,2,5,4,4,3,4,4,3,,,,,,,
342,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,2,3,4,2,4,4,4,2,3,2,2,3,4,5,,,,,,,
343,2,2,3,1,2,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,4,4,5,5,4,2,3,,,,,,,
344,3,2,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,2,2,1,2,4,2,2,3,3,3,4,4,,,,,,,
345,3,2,4,3,2,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,2,4,3,4,4,4,1,2,4,4,4,2,2,2,2,1,4,4,2,2,4,3,4,3,2,3,4,5,5,3,4,4,2,1,,,,,,,
346,2,1,4,2,2,1,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,,,,,,,
347,2,1,3,1,1,0,0,0,1,0,0,0,0,0,0,3,3,3,3,3,1,1,1,1,1,1,2,2,2,2,3,2,2,4,3,4,1,3,3,2,1,1,4,4,4,4,2,2,1,1,4,3,2,2,3,2,2,3,1,2,2,5,2,1,1,,,,,,,
348,3,2,3,1,3,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2,2,1,3,5,1,3,1,3,3,2,4,4,3,2,2,,,,,,,
349,2,1,4,3,2,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,1,1,2,4,5,2,3,4,4,4,4,2,2,2,2,3,3,2,2,3,3,3,2,3,3,3,2,2,3,2,3,3,2,2,,,,,,,
350,4,2,2,1,1,0,0,0,1,0,0,0,0,0,0,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,1,3,2,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,1,4,5,5,2,2,3,2,3,3,5,2,1,2,,,,,,,
351,2,2,3,4,1,0,0,0,0,0,0,0,1,0,0,3,4,3,3,2,2,2,4,4,3,2,3,3,4,2,3,2,4,3,4,3,3,3,3,2,4,4,4,4,3,3,1,3,5,5,3,3,2,2,2,4,4,4,4,3,4,4,4,4,3,,,,,,,
352,1,1,4,2,2,0,0,0,0,0,1,0,0,0,0,3,3,4,4,1,4,3,2,4,3,2,3,3,3,3,5,4,1,1,3,1,3,3,3,5,4,4,5,4,1,2,3,4,2,4,2,2,2,1,2,3,4,1,1,4,5,5,2,3,4,,,,,,,
353,2,2,4,2,1,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,2,5,4,2,2,2,3,3,2,,,,,,,
354,2,1,3,1,3,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,3,3,5,5,5,2,2,5,2,3,1,,,,,,,
355,2,1,4,2,2,0,0,0,0,0,0,1,0,0,0,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,3,4,4,1,5,5,5,4,5,3,4,4,5,5,4,1,2,3,3,3,3,3,1,5,4,5,4,4,2,3,4,,,,,,,
356,3,2,4,3,2,1,0,0,0,0,0,0,0,0,0,3,3,3,4,3,2,2,4,4,3,2,4,3,2,4,3,3,3,4,3,3,3,4,2,3,3,2,3,1,2,3,2,2,4,3,2,2,3,3,2,2,2,3,1,2,1,4,1,2,3,,,,,,,
357,2,1,3,1,3,0,0,0,0,0,1,0,0,0,0,2,3,3,3,3,3,2,4,3,3,2,4,4,4,2,2,2,2,1,2,3,3,2,3,4,2,2,4,4,2,2,4,5,2,2,3,2,2,3,2,4,5,4,2,2,3,4,4,5,4,,,,,,,
358,2,2,4,1,2,0,0,0,0,0,0,1,0,0,0,3,4,4,2,3,2,2,2,4,3,3,4,2,3,3,2,4,2,3,4,3,2,3,4,4,3,3,3,4,3,2,4,4,3,4,4,4,4,5,2,3,4,4,4,2,2,4,4,4,3,,,,,,,
359,2,1,4,1,3,0,0,0,0,0,0,0,1,0,0,2,2,3,3,4,2,4,5,3,4,3,4,4,2,2,3,2,5,4,4,1,1,3,2,4,1,5,1,4,1,2,2,1,3,5,4,3,4,2,3,4,2,2,4,2,4,2,3,2,4,,,,,,,
360,2,1,4,1,2,0,1,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,2,3,3,2,3,4,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,4,2,2,2,2,4,4,3,3,3,4,4,3,3,4,3,3,3,3,2,,,,,,,
361,3,1,4,2,2,0,0,0,1,0,0,0,0,0,0,4,3,3,3,4,4,4,2,3,3,4,3,4,3,4,4,4,3,5,4,2,3,4,1,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,4,3,2,3,2,2,2,2,2,3,2,,,,,,,
362,3,2,4,1,2,0,0,0,0,0,0,0,1,0,0,3,4,4,4,2,3,4,3,4,4,2,3,4,3,4,3,3,4,4,4,1,2,1,2,3,4,4,4,3,4,3,2,3,5,4,1,2,1,3,2,3,3,1,3,4,4,3,3,4,5,,,,,,,
363,3,1,4,2,3,0,0,0,0,0,0,0,0,1,0,3,3,3,3,4,2,3,2,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,2,4,3,4,3,4,3,2,3,3,5,3,4,2,2,2,4,3,1,1,1,3,,,,,,,
364,2,2,4,1,2,0,0,1,0,0,0,0,0,0,0,4,3,3,4,3,3,4,5,3,2,4,3,3,4,5,2,3,4,1,3,4,3,3,3,3,3,3,4,2,3,2,3,3,3,3,4,3,3,2,2,4,5,2,3,4,4,5,5,5,1,,,,,,,
365,3,2,4,1,3,0,0,0,0,1,0,0,0,0,0,4,4,4,3,4,3,2,3,3,3,4,3,2,2,4,3,2,4,2,2,2,3,3,3,2,2,2,2,2,2,3,2,2,4,2,3,4,5,2,3,4,5,2,2,3,3,4,5,5,4,,,,,,,
366,3,2,4,3,2,0,0,0,0,0,1,0,0,0,0,4,4,3,4,4,3,1,2,3,3,4,4,4,3,2,3,3,2,2,5,4,4,4,2,4,2,1,4,3,2,3,4,3,4,4,4,4,1,2,3,1,5,4,4,2,3,4,2,2,2,,,,,,,
367,3,1,4,1,3,0,0,0,1,0,0,0,0,0,0,3,2,4,3,3,1,3,5,4,4,1,2,3,1,1,4,2,3,1,5,1,5,5,4,2,1,5,5,1,3,4,1,2,3,1,4,4,2,1,3,5,1,3,2,2,3,5,1,2,4,,,,,,,
368,3,2,4,1,2,0,0,0,0,0,0,0,0,0,1,3,4,2,3,4,1,3,3,4,4,1,4,3,3,5,2,4,5,3,4,1,2,2,4,4,3,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,,,,,,,
369,2,1,4,2,2,1,0,0,0,1,0,1,0,0,0,2,2,5,3,3,5,4,3,3,3,3,3,3,1,5,3,3,5,4,4,1,4,5,5,3,1,5,4,5,1,3,5,1,3,4,3,3,2,3,3,3,3,4,2,3,3,3,2,3,3,,,,,,,
370,4,2,4,2,2,0,0,0,0,0,0,0,0,0,1,2,4,4,3,2,4,3,4,3,3,4,4,4,3,4,4,1,1,3,2,4,4,1,2,2,4,4,4,5,1,4,1,2,2,1,3,3,2,2,3,2,3,2,3,3,2,2,2,3,2,,,,,,,
371,2,1,4,1,2,0,0,0,0,0,0,0,1,0,0,2,4,4,3,3,4,4,3,3,3,5,3,3,3,3,2,5,5,4,3,3,3,4,4,5,3,4,4,5,1,2,3,3,4,3,3,3,3,3,3,2,2,3,3,2,3,2,3,2,2,,,,,,,
372,4,2,2,1,1,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,2,3,2,3,3,1,3,4,1,3,3,2,3,2,1,4,4,3,3,3,3,1,2,1,3,3,3,3,1,2,4,4,4,4,4,3,3,3,3,4,3,3,4,3,2,,,,,,,
373,4,2,3,2,2,1,0,0,0,0,0,0,0,0,0,3,3,4,4,2,4,2,4,3,4,1,2,3,1,2,4,1,5,3,4,5,4,4,4,2,2,4,3,3,4,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
374,2,2,4,1,3,0,0,0,0,1,0,0,0,0,0,2,2,5,3,3,5,2,3,3,3,4,4,2,3,4,4,4,3,3,2,1,4,2,2,4,1,2,3,1,4,2,3,4,1,3,3,5,5,5,5,4,4,5,3,5,4,4,2,3,5,,,,,,,
375,4,2,4,4,1,1,0,0,0,0,0,0,0,0,0,4,4,4,3,5,4,4,3,3,3,3,4,4,3,2,3,3,3,4,3,3,2,2,2,1,4,5,3,3,2,3,4,3,4,4,2,3,3,3,4,3,3,2,2,2,2,2,2,2,2,,,,,,,
376,3,1,4,2,2,0,0,0,0,0,0,0,0,0,1,2,3,2,3,3,4,2,2,3,3,3,3,3,4,5,1,4,4,4,2,1,5,2,3,1,1,4,1,5,2,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,,,,,,,
377,3,2,4,2,2,0,0,0,1,0,0,0,0,0,0,2,3,3,3,3,3,4,3,3,3,2,4,4,5,4,5,3,4,3,4,4,3,3,3,2,4,3,4,4,2,3,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,,,,,,,
378,1,2,2,1,3,0,0,1,0,0,0,0,0,0,0,3,2,2,3,2,3,4,3,4,3,3,3,3,3,4,2,3,3,3,3,3,3,4,3,2,3,3,4,3,3,0,3,2,2,3,3,2,3,3,2,3,2,3,2,3,2,2,2,3,2,,,,,,,
379,3,1,2,1,3,0,0,0,0,0,0,1,0,0,0,4,3,4,4,4,3,2,3,3,4,3,3,3,4,2,4,3,3,4,4,4,2,3,3,4,3,2,2,3,4,4,3,4,4,4,3,3,3,3,2,2,3,4,4,2,3,2,3,4,3,,,,,,,
380,1,1,2,1,3,0,1,0,0,0,0,0,0,0,0,3,2,2,4,4,4,3,2,4,2,3,3,2,3,2,2,4,2,4,2,2,3,4,3,2,4,4,3,4,4,3,2,2,3,3,3,2,3,2,4,4,3,3,2,2,2,2,3,4,2,,,,,,,
381,2,1,4,1,2,1,0,0,0,0,0,0,0,0,0,4,4,4,3,3,2,2,2,2,3,1,3,4,4,4,3,2,2,2,4,4,4,2,4,2,4,4,2,4,4,3,3,2,4,4,2,4,4,3,4,3,4,4,1,3,4,4,2,2,3,,,,,,,
382,2,1,4,1,2,0,0,1,0,0,0,0,0,0,0,3,2,3,3,4,2,3,2,3,4,2,4,4,4,3,3,4,4,3,3,3,4,4,3,3,3,4,3,4,3,3,4,2,3,4,1,3,3,3,4,2,3,3,4,2,2,4,1,3,1,,,,,,,
383,4,1,4,1,2,1,0,0,0,0,0,0,0,0,0,3,3,4,3,4,3,3,3,3,3,2,3,3,3,3,2,3,4,3,3,2,4,2,4,2,4,2,5,3,1,3,1,1,4,3,3,2,3,3,4,3,3,4,2,3,4,1,2,3,4,,,,,,,
384,4,2,4,3,2,0,0,0,0,0,1,0,0,0,0,4,4,4,3,5,1,4,4,4,3,2,4,4,3,3,4,2,2,2,4,2,1,3,3,4,4,1,4,3,2,2,4,3,1,2,3,5,5,2,1,4,1,4,4,4,3,4,5,4,5,,,,,,,
385,2,2,4,1,1,0,1,0,0,0,0,0,0,0,0,3,3,5,3,1,3,4,4,4,3,1,3,2,5,3,1,1,1,3,4,3,2,4,3,2,3,1,2,3,4,2,3,4,4,5,4,3,2,4,3,4,4,4,4,4,2,4,4,3,4,,,,,,,
386,4,2,3,2,2,0,0,0,0,0,1,0,0,0,0,4,3,3,3,4,3,2,4,3,4,4,3,3,4,3,1,3,5,2,4,5,3,3,3,5,4,5,3,4,1,3,5,5,5,5,2,3,2,2,3,5,5,5,2,4,4,4,1,1,5,,,,,,,
387,1,1,3,1,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,5,4,1,4,5,3,4,1,3,5,,,,,,,
388,2,1,4,1,2,0,0,1,0,0,0,0,0,0,0,5,5,3,3,2,1,4,3,3,4,3,4,2,2,2,4,5,4,4,4,2,3,5,5,3,2,1,5,4,3,0,4,1,1,3,3,3,2,4,5,4,1,4,4,5,4,5,1,1,1,,,,,,,
389,3,1,3,2,2,0,0,0,0,1,0,0,0,0,0,3,2,3,3,2,3,4,2,3,3,4,3,3,2,3,2,3,4,1,4,4,2,5,3,4,4,3,1,4,3,3,4,4,3,4,2,1,3,2,2,4,4,3,2,2,3,3,3,1,3,,,,,,,
390,1,1,2,1,3,0,0,0,0,0,0,1,0,0,0,4,3,3,3,3,4,2,3,4,3,2,3,3,2,4,2,4,1,3,4,1,5,5,1,1,4,4,3,3,4,3,5,2,1,4,3,2,4,2,3,2,2,4,4,3,4,4,3,4,2,,,,,,,
